Date,btc_coinbase,btc_kraken,btc_bitstamp,btc_itbit,btc_bitfinex,btc_hitbtc,btc_gemini,btc_bittrex,usdyuan,usdeur,gold,oil,sp500
10/7/2017,4425,4337.7007,4336.0005,4336.3506,4436,4434.06,4338.35,4430,6.6528,0.8525,1276.6,49.29,2549.33
10/8/2017,4603.49,4586.0005,4574.1705,4571.9307,4613.1,4615.58,4338.35,4629,6.6528,0.8525,1276.6,49.29,2549.33
10/9/2017,4769.55,4844.3004,4836.8404,4811.9908,4782.3,4781.95,4796,4775.7,6.6251,0.8513,1283.86,49.58,2544.73
10/10/2017,4750,4867.2008,4865.8604,4874.0006,4777,4770.63,4871.44,4764,6.5743,0.8472,1288.03,50.92,2550.64
10/11/2017,4814.99,4830.7008,4824.0103,4825.7105,4824.9,4819.44,4815.56,4835.8,6.5903,0.8442,1291.69,51.3,2555.24
10/12/2017,5440,5310.0006,5304.0407,5311.3107,5428.5,5442.08,5322.69,5449,6.5875,0.8449,1293.7,50.6,2550.93
10/13/2017,5624.8,5609.9006,5612.0007,5613.9709,5636.8,5633.54,5614.58,5637,6.5796,0.8459,1304.57,51.45,2553.17
10/14/2017,5819.13,5689.7009,5671.5407,5690.7307,5835,5836.75,5614.58,5820,6.5796,0.8459,1304.57,51.45,2553.17
10/15/2017,5693.7,5515.2009,5499.8205,5499.6608,5698.6,5711.51,5614.58,5695,6.5796,0.8459,1304.57,51.45,2553.17
10/16/2017,5754.9,5675.5007,5679.4406,5677.1105,5764.4,5757.72,5681.67,5755,6.5898,0.8467,1295.07,51.87,2557.64
10/17/2017,5594,5570.1008,5575.0007,5575.1906,5597.1,5601.27,5589.25,5611,6.6236,0.8514,1284.61,51.88,2559.36
10/18/2017,5574.44,5504.2009,5509.7409,5502.9108,5565,5569.79,5529.7,5566.4,6.6274,0.8484,1281.06,52.04,2561.26
10/19/2017,5704.01,5695.1008,5697.0505,5699.6306,5694,5695.38,5720,5708,6.6138,0.845,1290.09,51.29,2562.1
10/20/2017,5989.1,5989.9006,5966.7707,5954.1106,5984.5,5992.32,5960.37,6001.8,6.6205,0.8487,1280.5,51.47,2575.21
10/21/2017,6024.86,6100.0007,6087.7707,6087.6106,6005.1,6013.83,5960.37,6002,6.6205,0.8487,1280.5,51.47,2575.21
10/22/2017,6005.05,5899.9006,5862.0007,5868.4309,5980.5,5978.65,5960.37,5988,6.6205,0.8487,1280.5,51.47,2575.21
10/23/2017,5905.99,5899.7009,5911.2307,5902.2009,5906.9,5899.49,5869.63,5995,6.64,0.8514,1282.24,51.9,2564.98
10/24/2017,5525.43,5615.6008,5596.9909,5591.3805,5509.5,5503.47,5520,5488,6.6358,0.85,1276.83,52.47,2569.13
10/25/2017,5739.97,5688.3005,5679.7507,5682.1906,5720,5720.26,5679.19,5720,6.6391,0.8466,1277.42,52.18,2557.15
10/26/2017,5891.61,5838.6008,5845.0007,5836.2805,5890,5881.4,5852.52,5890,6.6426,0.8559,1266.97,52.64,2560.4
10/27/2017,5851.01,5768.4006,5749.4606,5746.6408,5759.6,5749.86,5774.99,5758,6.6505,0.8614,1273.88,53.9,2581.07
10/28/2017,5752.01,5793.8,5730.69,5730.76,5720.6,5712,5733.25,5740,6.6505,0.8614,1273.88,53.9,2581.07
10/29/2017,6140.01,5750,6137.37,6138.12,6156,6156.2,6167.35,6140,6.6505,0.8614,1273.88,53.9,2581.07
10/30/2017,6124.16,6130,6119.99,6124.83,6125.3,6122.8,6099.48,6136.1,6.6465,0.8598,1276.74,45.125,2572.83
10/31/2017,6445.01,6124.5,6434.21,6448.65,6458.3,6453.9,6381.97,6447.1,6.6349,0.8587,1270.34,45.31666667,2575.26
11/1/2017,6783.69,6430.5,6741.59,6740,6727.3,6724.6,6662.4,6720,6.6029,0.8604,1276.04,45.25,2579.36
11/2/2017,7039.98,6741.9,7030,7032.65,7019.9,7026.8,7018,7003,6.6089,0.8579,1277.18,45.45,2579.85
11/3/2017,7170.01,6995,7146.82,7170.66,7278.4,7135.9,7175.01,7143.4,6.639,0.8615,1269.91,46.36666667,2587.84
11/4/2017,7412.55,7160,7388.83,7392.76,7369,7365.9,7371.55,7344,6.639,0.8615,1269.91,46.36666667,2587.84
11/5/2017,7392,7370.3,7372.72,7383.3,7382,7372.4,7394.44,7391,6.639,0.8615,1269.91,46.36666667,2587.84
11/6/2017,6969.76,7374.7,6967.68,6950.34,6955,6944.8,6975.01,6927.5,6.6338,0.8612,1280.99,47.79166667,2591.13
11/7/2017,7126.63,6971.5,7130.28,7123.55,7103.3,7095.1,7109.7,7074,6.64,0.8634,1275.04,47.66666667,2590.64
11/8/2017,7467.96,7128.1,7450.32,7477.05,7442.4,7357,7465.53,7350,6.628,0.8625,1284.66,47.34166667,2594.38
11/9/2017,7156,7463.8,7148,7151.29,7126.2,7123.2,7151.49,7089,6.6403,0.8589,1286.95,47.64166667,2584.62
11/10/2017,6577.62,7152.4,6588.18,6571.91,6542.2,6539.9,6585.11,6533,6.6414,0.8573,1275.07,47.28333333,2582.3
11/11/2017,6346.7,6583,6355.13,6351.07,6300.7,6309.8,6340,6315,6.6414,0.8573,1275.07,47.28333333,2582.3
11/12/2017,5886.35,6329.9,5870.37,5856.39,5822.1,5888.6,5849.37,5850,6.6414,0.8573,1275.07,47.28333333,2582.3
11/13/2017,6535.87,5880,6525.17,6523.86,6474.6,6486.1,6549.3,6489.8,6.6405,0.8575,1279.08,47.3,2584.84
11/14/2017,6605,6528,6609,6604.17,6579.2,6573,6606.8,6580.3,6.6363,0.8487,1281.11,46.41666667,2578.87
11/15/2017,7294,6660.6,7294,7292.56,7278.3,7278.9,7292.7,7250,6.6235,0.8476,1277.88,46.10833333,2564.62
11/16/2017,7838.53,7260,7846.96,7841.77,7864.2,7865.1,7852.4,7860,6.6307,0.8494,1280.39,45.95,2585.64
11/17/2017,7714.71,7750.7,7674.99,7690.38,7677.9,7680.3,7677.2,7670,6.6267,0.8481,1292.42,47.125,2578.85
11/18/2017,7777.01,7695.7,7771.03,7780,7773.3,7772.9,7776.5,7790,6.6267,0.8481,1292.42,47.125,2578.85
11/19/2017,8031.82,7786,8016.58,8041.09,8054.2,8054,8047,8065,6.6267,0.8481,1292.42,47.125,2578.85
11/20/2017,8256.01,8000,8226.17,8231.93,8245.1,8239.3,8246,8239,6.635,0.8514,1276.55,46.74166667,2582.14
11/21/2017,8109,8234.1,8095.23,8098.36,8097.3,8094.6,8120.4,8100,6.6296,0.8516,1282.39,47.35833333,2599.03
11/22/2017,8250,8113.1,8214.69,8234.2,8230.1,8226.1,8240.8,8222.8,6.6102,0.8478,1291.09,48.35,2597.08
11/23/2017,8031.16,8250.4,7989,8010,7977.1,7990,8011.8,8013,6.5835,0.8439,1291.18,48.35,2602.42
11/24/2017,8215.01,8030,8199.19,8205.25,8191.6,8199.9,8209.9,8215,6.6022,0.838,1288.37,49.125,2602.42
11/25/2017,8795.5,8147,8717.99,8785,8766.2,8780.9,8779.3,8700,6.6022,0.838,1288.37,49.125,2602.42
11/26/2017,9401.11,8690,9271.06,9334.25,9316,9319,9304.2,9190.9,6.6022,0.838,1288.37,49.125,2601.42
11/27/2017,9768.71,9174.3,9708.07,9755,9728.8,9748.8,9763.4,9700,6.5969,0.8402,1295.62,48.425,2601.42
11/28/2017,9949,9580,9868.82,9936.23,9898,9906.1,9941.7,9885,6.6076,0.8425,1294.56,48.325,2627.04
11/29/2017,9935.98,9838.4,9824.68,9820.04,9749.4,9750,9827.3,9726.1,6.6094,0.8437,1282.7,47.75,2626.07
11/30/2017,9903,9733.1,9947.67,9941.96,9907,9918.6,9930.4,9925.9,6.6128,0.8409,1271.72,47.83333333,2647.58
12/1/2017,10869.84,10065.9,10840.45,10860.46,10869,10842.4,10910.2,10784,6.6174,0.8408,1280.62,48.63333333,2642.22
12/2/2017,10930.24,10897.2,10872,10899.95,10881,10891.6,10888,10902,6.6174,0.8408,1280.62,48.63333333,2642.22
12/3/2017,11290,10905.4,11250,11175,11157,11159.6,11231.2,11198,6.6174,0.8408,1280.62,48.63333333,2642.22
12/4/2017,11643.98,11242,11613.07,11625.09,11595,11579.7,11660,11589,6.6197,0.8442,1273.7,47.89166667,2639.44
12/5/2017,11718.35,11638,11677,11693.48,11595,11656,11711.2,11631,6.6191,0.847,1264.1,48.01666667,2629.57
12/6/2017,14090,11736.2,13623.5,13651.99,13527,13670,13725.5,13584,6.6148,0.848,1264.54,46.63333333,2629.27
12/7/2017,17390.01,13781.9,16599.99,16796.24,16601,16625.9,17025,16488,6.6193,0.8477,1251.98,47.24166667,2636.98
12/8/2017,16367.03,15899,15800,16158.92,15869,15847.4,16250,15845.1,6.6212,0.8494,1248.49,47.8,2651.5
12/9/2017,15309.98,15921.9,14607.49,15062.92,14660,14686.7,15041,14700,6.6212,0.8494,1248.49,47.8,2651.5
12/10/2017,15290.01,14698.1,14691,15301.96,14997,14954.9,15269,14950,6.6212,0.8494,1248.49,47.8,2651.5
12/11/2017,16885.76,14992,16470,16765.52,16754,16661.1,16789.3,16588,6.6186,0.8481,1245.77,48.325,2659.99
12/12/2017,17730.12,16578,16650.01,17359.6,16967,16386.9,17382.2,16327.1,6.6215,0.8529,1239.21,47.61666667,2664.11
12/13/2017,16689.61,16884.6,16250,16517.6,16181,15979.6,16460.9,16050,6.6174,0.85,1245.83,47.16666667,2662.85
12/14/2017,16749.78,16455,16404.99,16598.4,16383,16329.5,16678.8,16393.9,6.6095,0.8484,1254.59,47.53333333,2652.01
12/15/2017,17738.67,16378.8,17471.5,17685.55,17522,17448.6,17744.5,17528.7,6.6094,0.8511,1256.44,47.75,2675.81
12/16/2017,19650.01,17500,19187.78,19357.97,19187,19095.3,19475.9,19261.1,6.6094,0.8511,1256.44,47.75,2675.81
12/17/2017,19378.99,19356.9,18953,19050,18971,18891.8,19260.5,18917,6.6094,0.8511,1256.44,47.75,2675.81
12/18/2017,19039.01,18920.6,18940.57,18937.47,18934,18832.2,18981.9,18968.8,6.6164,0.8481,1263.18,47.63333333,2690.16
12/19/2017,17838.73,18835,17700,17596.1,17345,17149.2,17640,17346,6.6047,0.8454,1259.92,47.88333333,2681.47
12/20/2017,16496.89,17579.1,16466.98,16491,16425,16104.6,16596.1,16498,6.5785,0.842,1266.73,48.40833333,2679.25
12/21/2017,15758.8,16224.3,15600.01,15283,15666.83,15558.1,15799.5,15300,6.5847,0.8427,1267.22,48.63333333,2684.57
12/22/2017,14210.57,15174.8,14009.79,14058.47,13170,13860,13996.3,13315.1,6.5774,0.843,1274.16,48.725,2683.34
12/23/2017,15075.89,13900,14619,14664.08,14035,13862.4,15002.7,13849,6.5774,0.843,1274.16,48.725,2683.34
12/24/2017,14221.94,14560.9,14157.87,14053.38,13476,13488.5,14100,13530,6.5774,0.843,1274.16,48.725,2683.34
12/25/2017,14171.98,13760,13911.28,13940.8,13623,13671,13986.7,13690,6.5397,0.8441,1274.16,48.725,2683.34
12/26/2017,15790.88,13865,15764.44,15783.91,15679,15676.7,15830.9,15738,6.5453,0.8424,1283.12,49.975,2680.5
12/27/2017,15367.08,15814.5,15364.93,15408.77,15374,15402.6,15419,15400,6.5568,0.8404,1287.18,49.7,2682.62
12/28/2017,14450.01,15445.9,14470.07,14486.39,14315,14273.2,14483.3,14275,6.5334,0.8366,1294.21,49.86666667,2687.54
12/29/2017,14565.05,14548.8,14340,14486.91,14317,14303.3,14575,14303.9,6.5066,0.833,1302.8,50.35,2673.61
12/30/2017,12839.99,14401,12640,12676.36,12377,12362.4,12685.7,12350,6.5066,0.833,1302.8,50.35,2673.61
12/31/2017,13863.13,12670,13880,13863.49,13800,13789.7,13820.3,13725,6.5066,0.833,1302.8,50.35,2673.61
1/1/2018,13480.01,13993,13443.41,13403.18,13354,13344.3,13338.4,13369.8,6.5066,0.833,1302.8,50.35,2673.61
1/2/2018,14781.51,13492,14678.94,14704.11,14709.82,14659.1,14740.1,14704.3,6.4934,0.8303,1312.52,50.30833333,2695.81
1/3/2018,15098.14,14890.8,15155.62,15142.15,15155,15109.6,15150.4,15100,6.503,0.8314,1315.87,51.35833333,2713.06
1/4/2018,15144.99,15168.9,15143.67,15170.63,15160,15147.6,15200,15199,6.4934,0.8282,1319.74,51.675,2723.99
1/5/2018,16960.01,15251,16928,16923.72,16917,16916.5,16945.5,16930,6.4887,0.8313,1319.59,51.2,2743.15
1/6/2018,17098.99,16990,17149.67,17151.96,17161,17176.4,17175,17130,6.4887,0.8313,1319.59,51.2,2743.15
1/7/2018,16174.22,17088,16124.02,16171.5,16196,16192.3,16137.1,16180,6.4887,0.8313,1319.59,51.2,2743.15
1/8/2018,14993.74,16088.8,14999.99,14991.15,14930,14901,14980,14901,6.4997,0.835,1318.22,51.44166667,2747.71
1/9/2018,14480.99,15022.6,14403.51,14419.5,14423,14433.7,14477.5,14458,6.5297,0.8388,1311.86,52.46666667,2751.29
1/10/2018,14875.18,14500,14890.02,14894.3,14896,14831.6,14885.5,14860,6.5081,0.836,1317.89,52.975,2748.23
1/11/2018,13308.06,14886.5,13243.83,13311.83,13266,13289,13301.8,13282.5,6.4958,0.8306,1322.31,53.16666667,2767.56
1/12/2018,13820,13647.9,13781.41,13823.45,13783,13806.1,13815.3,13798,6.461,0.8195,1331.93,53.58333333,2786.24
1/13/2018,14187.95,14439,14197.78,14230,14191,14191.1,14176.4,14191,6.461,0.8195,1331.93,53.58333333,2786.24
1/14/2018,13656.23,13711.2,13647.99,13619.65,13558,13554.3,13626.3,13545.1,6.461,0.8195,1331.93,53.58333333,2786.24
1/15/2018,13590,13600,13607.04,13571.12,13575,13579.6,13597.6,13565,6.4371,0.8149,1340.16,53.58333333,2786.24
1/16/2018,11570.01,11533,11386.34,11369.25,11072,11092.1,11399,11030,6.444,0.8168,1334.75,53.10833333,2776.42
1/17/2018,11200.01,11185,11114.07,11185.28,11082,11084.5,11240.2,10989,6.4343,0.8164,1335.96,53.30833333,2802.56
1/18/2018,11305.53,11286,11290.91,11375.49,11045,10975.9,11298,11000,6.4203,0.8178,1329.14,53.29166667,2798.03
1/19/2018,11498.99,11598.1,11552,11537.11,11476,11459.8,11535.6,11364.7,6.404,0.8184,1331.84,52.80833333,2810.3
1/20/2018,12762.8,12845.9,12775.99,12770.52,12728,12716.7,12745,12729.9,6.404,0.8184,1331.84,52.80833333,2810.3
1/21/2018,11518.17,11556,11555,11490.15,11514,11490.6,11501,11442.8,6.404,0.8184,1331.84,52.80833333,2810.3
1/22/2018,10766.7,10811.3,10799.24,10769.42,10771,10773.4,10780,10805,6.4052,0.8168,1332.18,52.90833333,2832.97
1/23/2018,10824.94,10849.9,10851.82,10866.16,10819,10821,10820.8,10850,6.4047,0.8143,1337.75,53.725,2839.13
1/24/2018,11356.79,11420,11412.64,11382.24,11414,11183.1,11346.6,11377,6.37,0.8071,1353.9,54.675,2837.54
1/25/2018,11118,11140.9,11155.54,11138.67,11146,11137.7,11114,11132.2,6.3238,0.8006,1362.81,54.59166667,2839.25
1/26/2018,11086.89,11080.8,11092.95,11110.75,11070,11035.2,11092,11056.9,6.3201,0.8045,1349.12,55.11666667,2872.87
1/27/2018,11319,11386.1,11446.54,11423.05,11461,11496,11361.9,11505,6.3201,0.8045,1349.12,55.11666667,2872.87
1/28/2018,11536,11630,11685.58,11693.82,11839,11880,11633.1,11868,6.3201,0.8045,1349.12,55.11666667,2872.87
1/29/2018,11123.01,11150,11162.89,11143.85,11212,11242.5,11135.3,11253,6.3374,0.8083,1341.76,54.63333333,2853.53
1/30/2018,9995,9979.8,9971,10000.17,10175,10182.9,10007.4,10145,6.3239,0.8061,1338.68,53.75,2822.43
1/31/2018,10099.99,10101.6,10153.58,10140.46,10284,10313.4,10112.6,10250,6.2888,0.8055,1339.79,53.94166667,2823.81
2/1/2018,9014.23,9037.6,8998.99,9008.87,9181.1,9201.5,9000.7,9248.1,6.2995,0.8014,1341.57,54.83333333,2821.98
2/2/2018,8787.52,8772.6,8838.83,8813.84,8895.8,8967.4,8845.1,8875,6.3014,0.8028,1333.39,54.54166667,2762.13
2/3/2018,9240,9167.9,9225.86,9239.2,9219.4,9211.7,9221.1,9228.3,6.3014,0.8028,1333.39,54.54166667,2762.13
2/4/2018,8167.91,8130.2,8191,8210.75,8200,8251,8162.9,8183,6.3014,0.8028,1333.39,54.54166667,2762.13
2/5/2018,6905.19,6839.8,6874.27,6930.82,6949.9,7052,6892.7,6911,6.29,0.8046,1334.95,53.45833333,2648.94
2/6/2018,7688.46,7677,7729.65,7695.88,7673.8,7840.3,7682.8,7699,6.2832,0.8071,1327.82,52.825,2695.14
2/7/2018,7575.75,7559.1,7588,7574.66,7587,7670.6,7582.8,7555.2,6.2694,0.815,1315.97,51.49166667,2681.66
2/8/2018,8218.1,8231,8259.76,8252.98,8235.1,8393.7,8200,8255,6.327,0.8164,1319.97,50.95833333,2581
2/9/2018,8671.01,8680.1,8693.98,8713.62,8683.2,8716,8697.8,8689,6.2969,0.8162,1316.65,49.33333333,2619.55
2/10/2018,8547.49,8555.7,8560,8558.74,8563.1,8559.9,8553.5,8540,6.2969,0.8162,1316.65,49.33333333,2619.55
2/11/2018,8072.99,8063.8,8067,8088.43,8069,8074.9,8073.9,8052,6.2969,0.8162,1316.65,49.33333333,2619.55
2/12/2018,8872.28,8906.3,8898.9,8899.98,8900.6,8946.2,8900,8913.5,6.3275,0.8146,1324.78,49.40833333,2656
2/13/2018,8520.01,8517.7,8522.99,8515.07,8515.9,8616.2,8519.1,8512,6.341,0.8095,1327.42,49.325,2662.94
2/14/2018,9472.98,9489.7,9490.99,9496.11,9455.4,9473.2,9480.3,9460,6.3482,0.8053,1349.23,50.5,2698.63
2/15/2018,10031.23,10037,10030.01,10025.33,9996.9,10080.2,10017.2,10041,6.3482,0.8018,1351.36,51.11666667,2731.2
2/16/2018,10167.49,10188.5,10205.29,10184.27,10162,10189,10183.6,10154.5,6.3482,0.806,1346.96,51.4,2732.22
2/17/2018,11121.5,11111,11101,11099.39,11053.46,11083.3,11100,11030,6.3482,0.806,1346.96,51.4,2732.22
2/18/2018,10380.04,10430,10421.01,10388.37,10372,10570,10403,10372,6.3482,0.806,1346.96,51.4,2732.22
2/19/2018,11140,11165.1,11173,11163.11,11173,11252.4,11166.9,11140,6.3482,0.8055,1346.74,51.4,2732.22
2/20/2018,11235.57,11242.3,11230.62,11226.72,11218,11717.1,11206.2,11182,6.3482,0.8101,1329.53,51.58333333,2716.26
2/21/2018,10454.27,10479.6,10449.4,10470.54,10455,11016,10475,10425.6,6.3482,0.8112,1329.71,51.4,2701.33
2/22/2018,9830,9840.1,9843.46,9824,9830,10086.2,9830,9800,6.3501,0.8106,1330.11,52.30833333,2703.96
2/23/2018,10144.99,10157.7,10166.1,10164.11,10145,10484.1,10161.6,10140,6.3373,0.8133,1328.71,52.95833333,2747.3
2/24/2018,9688.62,9688,9689.99,9683.39,9666.3,9990.4,9697.2,9699.9,6.3373,0.8133,1328.71,52.95833333,2747.3
2/25/2018,9597.99,9580,9589.99,9589.83,9557.4,9780.8,9595,9527.5,6.3373,0.8133,1328.71,52.95833333,2747.3
2/26/2018,10300,10322.1,10324.7,10296.8,10321,10385,10300,10280,6.316,0.8125,1332.46,53.25833333,2779.6
2/27/2018,10566.57,10570.1,10556.85,10570.73,10569,10749.1,10562.5,10628,6.317,0.8164,1315.61,52.50833333,2744.28
2/28/2018,10307.27,10308.2,10314.9,10300.52,10315,10543.5,10296.9,10300,6.3311,0.819,1319.32,51.36666667,2713.83
3/1/2018,10895.92,10920,10903.13,10908.82,10925,11049.9,10901,10933,6.3582,0.8189,1309.82,50.825,2677.67
3/2/2018,11000,11031.3,11030,11023.79,11025,11242.4,11027.8,11050,6.3454,0.8118,1322.75,51.04166667,2691.25
3/3/2018,11432.5,11428,11445,11433.6,11440,11624.3,11433.7,11483,6.3454,0.8118,1322.75,51.04166667,2691.25
3/4/2018,11469.9,11512.1,11462.41,11491.94,11501,11619.3,11467.2,11522,6.3454,0.8118,1322.75,51.04166667,2691.25
3/5/2018,11377.54,11433.9,11425,11403.25,11416,11706.2,11400,11512,6.3495,0.8107,1319.33,52.14166667,2720.94
3/6/2018,10700,10731.5,10723.76,10701.35,10720,10951.1,10696.9,10745.3,6.3098,0.8069,1332.94,52.16666667,2728.12
3/7/2018,9920,9903.2,9913.03,9886.72,9902.9,10319.5,9884.3,9865.1,6.3255,0.8065,1325.83,50.95833333,2726.8
3/8/2018,9304.9,9290.1,9285.32,9292.93,9300,9625,9295.8,9240.8,6.3422,0.8118,1321.86,50.1,2738.97
3/9/2018,9255,9224.5,9231.15,9241.89,9217,9611.3,9257,9240,6.3326,0.8126,1323.93,51.7,2786.57
3/10/2018,8795.44,8752,8791.47,8791.52,8762,9016.2,8769.2,8750.5,6.3326,0.8126,1323.93,51.7,2786.57
3/11/2018,9533.88,9537.2,9534.44,9530.96,9528,9646,9530.9,9541,6.3326,0.8126,1323.93,51.7,2786.57
3/12/2018,9120,9109.9,9120.75,9099.95,9121,9352.3,9110.4,9150.4,6.33,0.8111,1320.61,51.13333333,2783.02
3/13/2018,9145.41,9141.3,9142.32,9153.98,9135,9354.1,9146.2,9156.9,6.3216,0.807,1326.78,50.59166667,2765.31
3/14/2018,8207.03,8174.2,8196.69,8206.1,8186.6,8603.3,8198.8,8189,6.318,0.8081,1324.79,50.8,2749.48
3/15/2018,8259.99,8248.6,8265.05,8259.41,8252.9,8411.8,8267,8292.9,6.3221,0.8107,1319.3,50.99166667,2747.33
3/16/2018,8275,8256.1,8258.54,8268,8251,8503.5,8265.8,8280.1,6.335,0.8137,1314.24,51.95,2752.01
3/17/2018,7865.02,7845.7,7860.83,7882.13,7851,8143,7871,7857,6.3322,0.8137,1314.24,51.95,2752.01
3/18/2018,8192,8183.2,8188.24,8198.65,8200.2,8526.6,8197.3,8200,6.3322,0.8137,1314.24,51.95,2752.01
3/19/2018,8497.8,8609.7,8604.39,8595.66,8600.1,8861.9,8599,8608,6.3322,0.8098,1318.06,51.71666667,2712.92
3/20/2018,8900,8905,8904.21,8948.52,8899.7,9116.1,8904.2,8937.9,6.3341,0.8155,1312.36,52.83333333,2716.94
3/21/2018,8891.81,8880,8893.79,8910.13,8900.1,9097.1,8902.5,8890,6.3232,0.8144,1323.6,54.30833333,2711.93
3/22/2018,8715.09,8711.5,8706.01,8730.23,8706.44,8939,8710.4,8725,6.335,0.8129,1326.9,53.58333333,2643.69
3/23/2018,8927.1,8916.8,8916.89,8928.05,8908,9131.5,8925,8892.3,6.316,0.8095,1347.33,54.9,2588.26
3/24/2018,8531.34,8530,8547.39,8541.3,8535,8746.3,8540.3,8514.5,6.316,0.8095,1347.33,54.9,2588.26
3/25/2018,8452.96,8444.4,8453.9,8448.08,8445.1,8665.4,8457,8466,6.316,0.8095,1347.33,54.9,2588.26
3/26/2018,8145,8137.8,8136.32,8142.95,8119.1,8311.8,8149.5,8125,6.2734,0.8035,1355.42,54.625,2658.55
3/27/2018,7793.61,7786.8,7791.7,7793.41,7784.5,7947.5,7794.5,7771,6.2831,0.8055,1345.05,54.375,2612.62
3/28/2018,7942.72,7943.3,7928.11,7949.67,7936.1,8056.5,7941.9,7953,6.2979,0.81,1328.18,53.65,2605
3/29/2018,7079.99,7085,7088.38,7085.83,7094,7334,7086.6,7084,6.2898,0.8137,1323.02,54.11666667,2640.87
3/30/2018,6848.01,6804,6850,6845.13,6840.4,7091.3,6838.7,6869,6.2753,0.8114,1325.48,54.11666667,2640.87
3/31/2018,6928.5,6911.1,6928.62,6925.16,6925.3,7173.5,6920.5,6911,6.2753,0.8114,1325.48,54.11666667,2640.87
4/1/2018,6816.01,6810,6813.52,6827.36,6810,7070.6,6811,6810,6.2753,0.8114,1325.48,54.11666667,2640.87
4/2/2018,7045.01,7054.6,7052.75,7043.9,7052.7,7270.9,7050,7050,6.2805,0.8134,1339.37,52.50833333,2581.88
4/3/2018,7424.9,7414.8,7416.27,7424.31,7405.6,7635.6,7418.5,7407.8,6.2899,0.8152,1334.05,52.925,2614.45
4/4/2018,6791.68,6791.7,6799.5,6778.43,6785.9,7079.4,6794.3,6803.5,6.3052,0.8134,1336.44,52.80833333,2644.69
4/5/2018,6785.85,6759.6,6771.69,6774.46,6765,6991.4,6777,6740,6.3052,0.8172,1324.96,52.95,2662.84
4/6/2018,6619.01,6616.2,6618.33,6619.19,6610.2,6861.8,6564.1,6597.4,6.3052,0.8142,1333.03,51.71666667,2604.47
4/7/2018,6894.01,6893.1,6904.21,6894.28,6892.6,7132.4,6896,6869,6.3052,0.8142,1333.03,51.71666667,2604.47
4/8/2018,7020.01,7014.5,7027.26,7019.16,7023.9,7212.1,7022.7,7004.4,6.3052,0.8142,1333.03,51.71666667,2604.47
4/9/2018,6771.13,6773.4,6780.1,6772.92,6764.6,7022.7,6771,6769,6.307,0.8118,1335.34,52.85,2613.16
4/10/2018,6824.99,6829.9,6836,6831.17,6839.3,7067.5,6830.7,6840,6.2832,0.8103,1339.57,54.59166667,2656.87
4/11/2018,6942.99,6941,6940.94,6937.54,6943.1,7135.2,6939.4,6974,6.269,0.8082,1358.31,55.68333333,2642.19
4/12/2018,7916,7919.9,7923.78,7919.43,7912,8181.9,7920.4,7905.8,6.2915,0.8107,1338.11,55.89166667,2663.99
4/13/2018,7893.19,7882.5,7884.44,7878.81,7885.8,8109.4,7875.9,7857.4,6.275,0.811,1346.2,56.15833333,2656.3
4/14/2018,8003.11,8004.9,8000.41,7996.03,8002.9,8199.3,7998.1,8005,6.275,0.811,1346.2,56.15833333,2656.3
4/15/2018,8355.25,8363.3,8354.22,8360.95,8354.1,8539,8357.4,8359.2,6.275,0.811,1346.2,56.15833333,2656.3
4/16/2018,8048.93,8057.1,8046.62,8049.75,8056.2,8282.8,8052.3,8068.8,6.2765,0.8075,1348.02,55.18333333,2677.84
4/17/2018,7892.1,7893.1,7890.87,7891.3,7889.9,8136.1,7894,7897.9,6.2825,0.8094,1346.88,55.43333333,2706.39
4/18/2018,8152.05,8170,8172.84,8168.11,8166.3,8343.9,8167,8178,6.2744,0.8071,1351.91,57.05833333,2708.64
4/19/2018,8274,8275.7,8271.31,8275.6,8272.8,8493,8269.3,8267,6.2791,0.81,1346.52,56.90833333,2693.13
4/20/2018,8866.27,8875.1,8861,8859.65,8866.1,8988,8855.5,8850.6,6.2965,0.8138,1336.36,56.98333333,2670.14
4/21/2018,8915.42,8944.6,8923.54,8924.43,8919.1,9104.1,8920,8910,6.2965,0.8138,1336.36,56.98333333,2670.14
4/22/2018,8795.01,8811.8,8789.96,8797.01,8800,9017.6,8800,8805,6.2965,0.8138,1336.36,56.98333333,2670.14
4/23/2018,8931.3,8954.1,8946.95,8938.81,8940,9130.3,8933,8930,6.3171,0.8184,1323.71,56.98333333,2670.29
4/24/2018,9650,9645.3,9644.61,9686.11,9644.4,9698.2,9650,9651,6.3065,0.8168,1331.96,57.2,2634.56
4/25/2018,8865.98,8857,8861.47,8864.42,8878.4,8969.3,8865,8865,6.3266,0.8207,1322.34,56.41666667,2639.4
4/26/2018,9272.12,9291.4,9275.06,9280,9279.3,9305.1,9282,9255,6.3365,0.8246,1317.64,56.70833333,2666.94
4/27/2018,8922.55,8917.8,8921.43,9128.61,8920.1,9006,8926,8950,6.3332,0.8244,1324,56.825,2669.91
4/28/2018,9329.99,9339.2,9345.11,9346.55,9345.3,9367.4,9343.8,9350,6.3332,0.8244,1324,56.75,2669.91
4/29/2018,9389.01,9411.2,9389.69,9388.09,9398.6,9439.6,9393.3,9425.7,6.3332,0.8244,1324,56.75,2669.91
4/30/2018,9243.83,9246.5,9242.17,9232.7,9240,9259.8,9244.4,9222.1,6.3332,0.8264,1317.16,57.14166667,2648.05
